date,trip,location,quadrat_depth,name,bag_or_control,bag_number,substrate,quadrat_number,recruit_number,widest_span_mm,density_of_coral_m2,density_of_coral_m2_Under_5cm
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,23,51,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,24,58,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,25,18,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,26,45,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,27,46,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,28,29,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,29,7,44,36
24/5/2023,May_2023,Pinnacle,,tania,bag,1,rubble,48,30,24,44,36
23/5/2023,May_2023,Bait,,tina,control,4,rubble,49,1,14,8,8
23/5/2023,May_2023,Bait,,tina,control,4,rubble,49,2,21,8,8
23/5/2023,May_2023,Bait,,tina,control,5,rubble,50,1,19,4,4
23/5/2023,May_2023,Bait,,yves,control,5,rubble,51,1,NA,0,0
22/5/2023,May_2023,Bait,,arne,control,2,rubble,52,1,28,8,4
22/5/2023,May_2023,Bait,,arne,control,2,rubble,52,2,142,8,4
22/5/2023,May_2023,Bait,,leah,control,1,rubble,53,1,72,4,0
22/5/2023,May_2023,Bait,,tina,control,3,rubble,54,1,9,4,4
24/5/2023,May_2023,Pinnacle,,tania,control,1,rubble,55,1,3.4,20,12
24/5/2023,May_2023,Pinnacle,,tania,control,1,rubble,55,2,12.5,20,12
24/5/2023,May_2023,Pinnacle,,tania,control,1,rubble,55,3,8.4,20,12
24/5/2023,May_2023,Pinnacle,,tania,control,1,rubble,55,4,2.8,20,12
24/5/2023,May_2023,Pinnacle,,tania,control,1,rubble,55,5,2.8,20,12
