survey_type,site,site depth,date,trip,quadrat,depth_at_survey,depth,depth2,bag_or_natural,bag_or_nearest_bag_if_natural,piece,unique_piece,widest_span_cm,widest_span_mm,morph,stable_bin,bound_bin,no_pieces_bound_to_it,number_binds,quadrat_angle,bed_depth1,bed_depth2,bed_depth3,bed_depth4,bed_depth5,bed_depth6,bed_depth7,bed_depth8,number_contact_points,max_gap_size_to_right_cm,contact_length_1,contact_length_2,contact_length_3,contact_length_4,contact_length_5,contact_length_6,contact_length_7,contact_length_8,contact_length_9,binder_1,binder1_length_cm,binder1_distance_cm,binder_2,binder2_length_cm,binder2_distance_cm,binder_3,binder3_length_cm,binder3_distance_cm,binder_4,binder4_length_cm,binder4_distance_cm,binder_5,binder5_length_cm,binder5_distance_cm,binder_6,binder6_length_cm,binder6_distance_cm,binder_7,binder7_length_cm,binder7_distance_cm,strength_if_tested
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,4,NA,64,640,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,5,NA,29,290,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,6,NA,15,150,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,7,NA,27,270,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,8,NA,27,270,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,9,NA,26.5,265,branched,1,1,can't tell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,10,NA,40,400,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,11,NA,25,250,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,12,8.5,deep,sandy_bottom,bag,B1,12,NA,73,730,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,1,NA,30,300,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,2,NA,20,200,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,3,NA,35,350,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,4,NA,22,220,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soft coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,5,NA,38,380,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,6,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,7,NA,19.5,195,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,8,NA,17.5,175,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,9,NA,15.5,155,branched,1,0,half buried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,10,NA,30,300,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,11,NA,31,310,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,9m,44148,November_2020,13,8,deep,sandy_bottom,natural,B1,12,NA,10.5,105,branched,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoonanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,1,NA,22,220,boulder,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,2,NA,17.5,175,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,3,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,4,NA,19.5,195,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,5,NA,26.5,265,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,6,NA,14.2,142,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,7,NA,16.5,165,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,8,NA,15,150,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,9,NA,19,190,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,10,NA,13.4,134,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,11,NA,17.1,171,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,12,NA,21.2,212,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,14,3.4,shallow,back_reef,bag,B5,13,NA,24,240,branched,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,1,NA,4.4,44,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,2,NA,11.4,114,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,3,NA,14.1,141,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,4,NA,22,220,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,5,NA,17,170,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,6,NA,17.2,172,branched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,7,NA,5.5,55,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,8,NA,9.5,95,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,9,NA,6.6,66,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,10,NA,4,40,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,11,NA,5.9,59,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,12,NA,28,280,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,13,NA,15.2,152,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,14,NA,15,150,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,15,NA,11.6,116,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,15,3.1,shallow,back_reef,natural,B5,16,NA,15.4,154,branched,0,0,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,1,NA,10,100,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,2,NA,29.5,295,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,3,NA,15,150,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,4,NA,33,330,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,5,NA,25.5,255,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,6,NA,32,320,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,7,NA,21.5,215,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,8,NA,16,160,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,9,NA,16,160,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,10,NA,13.5,135,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,17,1.8,shallow,upper_slope,natural,B4,11,NA,23,230,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,1,NA,9.5,95,unbranched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,Hard coral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,2,NA,7.5,75,branched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Zooanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,3,NA,9.9,99,unbranched,1,1,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,4,NA,10.2,102,boulder,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,5,NA,35,350,branched,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,Zooanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,6,NA,22,220,branched,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,Zooanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,7,NA,7,70,branched,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCA,NA,NA,Macroalgae,NA,NA,Zooanthids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Bait Reef,3-5m,44148,November_2020,18,3,shallow,upper_slope,natural,B4,8,NA,10,100,branched,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
