survey_type,site,site depth,date,trip,quadrat,depth_at_survey,depth,depth2,bag_or_natural,bag_or_nearest_bag_if_natural,piece,unique_piece,widest_span_cm,widest_span_mm,morph,stable_bin,bound_bin,no_pieces_bound_to_it,number_binds,quadrat_angle,bed_depth1,bed_depth2,bed_depth3,bed_depth4,bed_depth5,bed_depth6,bed_depth7,bed_depth8,number_contact_points,max_gap_size_to_right_cm,contact_length_1,contact_length_2,contact_length_3,contact_length_4,contact_length_5,contact_length_6,contact_length_7,contact_length_8,contact_length_9,binder_1,binder1_length_cm,binder1_distance_cm,binder_2,binder2_length_cm,binder2_distance_cm,binder_3,binder3_length_cm,binder3_distance_cm,binder_4,binder4_length_cm,binder4_distance_cm,binder_5,binder5_length_cm,binder5_distance_cm,binder_6,binder6_length_cm,binder6_distance_cm,binder_7,binder7_length_cm,binder7_distance_cm,strength_if_tested
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,1,NA,15.9,159,branched,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,2,NA,18,180,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,3,NA,9.3,93,branched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,4,NA,18,180,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,5,NA,9.9,99,branched,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,6,NA,15.5,155,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,7,NA,11.5,115,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,8,NA,9.2,92,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,9,NA,9.3,93,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,10,NA,9.4,94,branched,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,11,NA,4.4,44,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,1,5.3,shallow,shallow,natural,B3,12,NA,14.4,144,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,1,NA,10.2,102,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,2,NA,7.2,72,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,3,NA,6.3,63,foliose,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,4,NA,6,60,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,5,NA,22,220,branched,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,6,NA,10.2,102,branched,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,7,NA,10,100,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,8,NA,7.5,75,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,9,NA,10.5,105,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,10,NA,16.4,164,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,11,NA,16.5,165,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,2,5.3,shallow,shallow,natural,B3,12,NA,7,70,boulder,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,1,NA,31,310,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,2,NA,24,240,plate,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,3,NA,30,300,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,4,NA,26,260,branched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,5,NA,24,240,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,6,NA,18.5,185,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,7,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,8,NA,16,160,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,9,NA,24,240,branched,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,10,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,11,NA,11.5,115,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,3,5.8,shallow,shallow,bag,B3,12,NA,28,280,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,1,NA,21,210,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,2,NA,17,170,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,3,NA,16,160,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,4,NA,19,190,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,5,NA,16,160,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,6,NA,17,170,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,7,NA,6.5,65,branched,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,8,NA,22,220,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,9,NA,20,200,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,10,NA,30,300,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,11,NA,18,180,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,4,5.8,shallow,shallow,bag,B2,12,NA,28,280,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,1,NA,7,70,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,2,NA,11,110,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,3,NA,8,80,unbranched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,4,NA,8.5,85,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,5,NA,8.5,85,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,6,NA,10.5,105,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,7,NA,13.5,135,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,8,NA,9.5,95,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,9,NA,19.5,195,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,10,NA,18.6,186,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ascidian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,11,NA,10.7,107,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,5,5.4,shallow,shallow,natural,B2,12,NA,12.5,125,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,1,NA,40,400,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,2,NA,10.5,105,unbranched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,3,NA,20,200,branched,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sponge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,4,NA,32,320,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,5,NA,24,240,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,6,NA,17.5,175,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,7,NA,35,350,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,8,NA,25,250,branched,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,9,NA,21.5,215,branched,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
Bag,Pinnacle,3-5m,44147,November_2020,6,5.9,shallow,shallow,bag,B4,10,NA,32,320,branched,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
